step,total,w_dis*dis,w_pen*pen,w_spen*spen,w_joints*joints,w_vew*vew,accept_rate,temperature,step_size
50,27.441173553466797,15.916731834411621,7.327739238739014,1.4336442947387695,0.735767126083374,1.4334142208099365,0.9013671875,17.099998474121094,0.0047499993816018105
