step,total,w_dis*dis,w_pen*pen,w_spen*spen,w_joints*joints,w_vew*vew,accept_rate,temperature,step_size
50,20.014347076416016,14.807292938232422,2.743866205215454,0.2852236330509186,0.5320335626602173,1.124983310699463,0.9013671875,17.099998474121094,0.0047499993816018105
